time,open,high,low,close,tick_volume,spread,real_volume
2022-10-27 07:45:00,1.16134,1.16271,1.1612,1.16231,1737,1,0
2022-10-27 08:00:00,1.1623,1.16297,1.16209,1.16271,2119,1,0
2022-10-27 08:15:00,1.16272,1.16292,1.16205,1.16231,2024,1,0
2022-10-27 08:30:00,1.16232,1.16363,1.1620300000000001,1.16342,1992,1,0
2022-10-27 08:45:00,1.16344,1.16366,1.16249,1.1626400000000001,2078,1,0
2022-10-27 09:00:00,1.16262,1.16302,1.16112,1.16153,2698,1,0
2022-10-27 09:15:00,1.16155,1.1619,1.16056,1.16129,2312,1,0
2022-10-27 09:30:00,1.16125,1.16129,1.15869,1.1589,2551,1,0
2022-10-27 09:45:00,1.15888,1.15974,1.15853,1.15886,2700,1,0
2022-10-27 10:00:00,1.15887,1.1607,1.15863,1.16006,3441,1,0
2022-10-27 10:15:00,1.16008,1.16054,1.1589,1.15906,3376,1,0
2022-10-27 10:30:00,1.1590799999999999,1.16036,1.1587399999999999,1.16004,2631,1,0
2022-10-27 10:45:00,1.16001,1.16024,1.15867,1.15926,2680,1,0
2022-10-27 11:00:00,1.15927,1.16038,1.15895,1.15977,2810,1,0
2022-10-27 11:15:00,1.15978,1.16092,1.15915,1.1598,2810,1,0
2022-10-27 11:30:00,1.15979,1.16032,1.15884,1.1592500000000001,2311,1,0
2022-10-27 11:45:00,1.15923,1.15974,1.1589800000000001,1.15904,2141,1,0
2022-10-27 12:00:00,1.15902,1.15956,1.15789,1.15832,2229,1,0
2022-10-27 12:15:00,1.15833,1.1585,1.1565,1.1565400000000001,2090,1,0
2022-10-27 12:30:00,1.15653,1.15711,1.1555,1.15586,2435,1,0
2022-10-27 12:45:00,1.15584,1.15698,1.15542,1.15615,2404,1,0
2022-10-27 13:00:00,1.15619,1.15782,1.15601,1.1571500000000001,2371,1,0
2022-10-27 13:15:00,1.15713,1.15745,1.15611,1.15628,2415,1,0
2022-10-27 13:30:00,1.15628,1.15699,1.1549,1.15534,2532,1,0
2022-10-27 13:45:00,1.1553200000000001,1.15692,1.1553200000000001,1.15597,2488,1,0
2022-10-27 14:00:00,1.1559300000000001,1.15775,1.15574,1.1573,2819,1,0
2022-10-27 14:15:00,1.15729,1.15862,1.15717,1.15851,2223,1,0
2022-10-27 14:30:00,1.1585,1.15884,1.15708,1.15801,2436,1,0
2022-10-27 14:45:00,1.1580300000000001,1.15836,1.15733,1.1583,2177,1,0
2022-10-27 15:00:00,1.1583,1.15892,1.15631,1.15686,2908,1,0
2022-10-27 15:15:00,1.15688,1.15759,1.15491,1.15585,4441,1,0
2022-10-27 15:30:00,1.15611,1.15875,1.15513,1.1576,4805,1,0
2022-10-27 15:45:00,1.15758,1.15858,1.15564,1.15778,5290,1,0
2022-10-27 16:00:00,1.15777,1.15808,1.15567,1.15647,5308,1,0
2022-10-27 16:15:00,1.15649,1.15974,1.15649,1.15719,4914,1,0
2022-10-27 16:30:00,1.15717,1.1608,1.15699,1.16042,5212,1,0
2022-10-27 16:45:00,1.16043,1.16161,1.15836,1.15854,4133,1,0
2022-10-27 17:00:00,1.15857,1.16262,1.15852,1.1619,4575,1,0
2022-10-27 17:15:00,1.16191,1.16294,1.16134,1.16287,3886,1,0
2022-10-27 17:30:00,1.16289,1.16343,1.16004,1.16031,3743,1,0
2022-10-27 17:45:00,1.16028,1.16119,1.15711,1.15805,5057,1,0
2022-10-27 18:00:00,1.15808,1.1595900000000001,1.15733,1.15933,3704,0,0
