time,open,high,low,close,tick_volume,spread,real_volume
2022-11-17 06:30:00,1.18852,1.18902,1.18839,1.18857,2446,5,0
2022-11-17 06:45:00,1.18857,1.18885,1.18845,1.1886,1248,6,0
2022-11-17 07:00:00,1.18861,1.189,1.1883,1.18881,2415,1,0
2022-11-17 07:15:00,1.18881,1.19044,1.18874,1.18996,2238,1,0
2022-11-17 07:30:00,1.18994,1.1901,1.18922,1.18968,2535,1,0
2022-11-17 07:45:00,1.18968,1.1899899999999999,1.18944,1.18975,2275,0,0
2022-11-17 08:00:00,1.18976,1.19122,1.18961,1.19097,2496,1,0
2022-11-17 08:15:00,1.19098,1.1913,1.1902,1.19089,2221,1,0
2022-11-17 08:30:00,1.19088,1.19103,1.19039,1.19048,2506,1,0
2022-11-17 08:45:00,1.19048,1.1915499999999999,1.19046,1.19108,2916,1,0
2022-11-17 09:00:00,1.19107,1.19135,1.18916,1.18954,3602,1,0
2022-11-17 09:15:00,1.18956,1.19046,1.1893799999999999,1.19014,2666,1,0
2022-11-17 09:30:00,1.19014,1.19284,1.19014,1.19231,3230,0,0
2022-11-17 09:45:00,1.1923,1.19378,1.1916,1.19344,3095,0,0
2022-11-17 10:00:00,1.19344,1.19488,1.19302,1.19476,4239,0,0
2022-11-17 10:15:00,1.19477,1.1958,1.19408,1.19464,4104,0,0
2022-11-17 10:30:00,1.19464,1.19556,1.19313,1.19352,3855,0,0
2022-11-17 10:45:00,1.19351,1.1936499999999999,1.19194,1.19259,3692,0,0
2022-11-17 11:00:00,1.19256,1.19278,1.19138,1.19152,2888,0,0
2022-11-17 11:15:00,1.19152,1.19224,1.19021,1.19036,2952,0,0
2022-11-17 11:30:00,1.19036,1.19036,1.1869399999999999,1.18803,3684,0,0
2022-11-17 11:45:00,1.18803,1.18903,1.1875499999999999,1.18862,3129,0,0
2022-11-17 12:00:00,1.18863,1.18894,1.18603,1.18654,3709,0,0
2022-11-17 12:15:00,1.18654,1.18876,1.18642,1.18863,2593,1,0
2022-11-17 12:30:00,1.18863,1.18871,1.18664,1.18685,3712,0,0
2022-11-17 12:45:00,1.1868400000000001,1.18697,1.18456,1.18672,3875,0,0
2022-11-17 13:00:00,1.18672,1.18708,1.18515,1.1852,3094,1,0
2022-11-17 13:15:00,1.18517,1.18564,1.18432,1.18497,2956,0,0
2022-11-17 13:30:00,1.18496,1.1861,1.18008,1.18305,4417,1,0
2022-11-17 13:45:00,1.18308,1.18536,1.18228,1.18518,4059,1,0
2022-11-17 14:00:00,1.18518,1.18728,1.18435,1.18564,4623,0,0
2022-11-17 14:15:00,1.18565,1.1862,1.18201,1.18253,4106,0,0
2022-11-17 14:30:00,1.18254,1.1829,1.18046,1.18112,4324,1,0
2022-11-17 14:45:00,1.18113,1.18187,1.17998,1.18061,4540,1,0
2022-11-17 15:00:00,1.18064,1.18115,1.1784,1.17975,5117,0,0
2022-11-17 15:15:00,1.17974,1.18056,1.17942,1.18045,3942,0,0
2022-11-17 15:30:00,1.18043,1.18187,1.1778,1.17911,4956,0,0
2022-11-17 15:45:00,1.17909,1.17935,1.17628,1.17648,4307,0,0
2022-11-17 16:00:00,1.17647,1.17899,1.17632,1.17822,4213,0,0
2022-11-17 16:15:00,1.17824,1.17969,1.17751,1.17959,3733,0,0
2022-11-17 16:30:00,1.17961,1.18116,1.17948,1.17986,4640,0,0
2022-11-17 16:45:00,1.17986,1.18075,1.17861,1.1788,3945,0,0
2022-11-17 17:00:00,1.17881,1.18062,1.17851,1.17983,4100,0,0
2022-11-17 17:15:00,1.17983,1.18195,1.17951,1.18184,3529,1,0
2022-11-17 17:30:00,1.18184,1.18187,1.17863,1.17897,3242,0,0
2022-11-17 17:45:00,1.1789399999999999,1.17904,1.17676,1.17777,3964,0,0
2022-11-17 18:00:00,1.17781,1.17825,1.17705,1.1780599999999999,3399,0,0
2022-11-17 18:15:00,1.17807,1.17825,1.17655,1.17785,3098,1,0
2022-11-17 18:30:00,1.17785,1.17912,1.17697,1.1789399999999999,3178,0,0
2022-11-17 18:45:00,1.1789399999999999,1.1813,1.17838,1.18096,2939,0,0
2022-11-17 19:00:00,1.18097,1.18334,1.18097,1.18293,3276,0,0
2022-11-17 19:15:00,1.18293,1.18311,1.18171,1.18194,3464,0,0
2022-11-17 19:30:00,1.1819600000000001,1.18287,1.1819,1.18244,2717,1,0
2022-11-17 19:45:00,1.18243,1.18443,1.18243,1.18371,3129,0,0
2022-11-17 20:00:00,1.18368,1.1844000000000001,1.18346,1.18395,2468,1,0
2022-11-17 20:15:00,1.18394,1.1854,1.18376,1.1851099999999999,2550,1,0
2022-11-17 20:30:00,1.18513,1.18648,1.18507,1.18591,1892,1,0
2022-11-17 20:45:00,1.18592,1.18605,1.18521,1.18522,1762,0,0
2022-11-17 21:00:00,1.18522,1.18597,1.18476,1.18524,2280,0,0
2022-11-17 21:15:00,1.18524,1.18524,1.18448,1.1844999999999999,2200,1,0
2022-11-17 21:30:00,1.18451,1.18517,1.18437,1.18481,1184,0,0
2022-11-17 21:45:00,1.18481,1.18581,1.18459,1.18513,1818,0,0
2022-11-17 22:00:00,1.18514,1.18582,1.1842,1.18515,2264,0,0
2022-11-17 22:15:00,1.18515,1.1853,1.18468,1.18495,2083,5,0
2022-11-17 22:30:00,1.18494,1.18555,1.18485,1.1852800000000001,1866,0,0
2022-11-17 22:45:00,1.1852800000000001,1.18635,1.18523,1.18628,1970,2,0
2022-11-17 23:00:00,1.18628,1.18679,1.18603,1.18651,1107,6,0
2022-11-17 23:15:00,1.1865,1.18651,1.18598,1.18627,803,9,0
2022-11-17 23:30:00,1.18627,1.18642,1.18601,1.18639,339,9,0
2022-11-17 23:45:00,1.18639,1.1868400000000001,1.18609,1.18609,255,7,0
2022-11-18 00:00:00,1.18603,1.18686,1.18569,1.18656,118,15,0
2022-11-18 00:15:00,1.18656,1.18656,1.18591,1.18639,3107,15,0
